200,16,27
195,16,29
191,17,32
187,17,34
183,17,36
178,18,38
174,18,40
170,19,42
166,19,44
162,20,47
230,230,230
204,204,204
181,194,202
158,184,200
136,174,199
113,164,197
90,154,195
68,144,194
45,134,192
22,124,190
0,114,189
2,116,190
5,119,192
8,122,194
11,125,196
14,128,198
17,130,199
19,133,201
22,136,203
25,139,205
28,142,207
31,144,208
34,147,210
37,150,212
39,153,214
42,156,216
45,159,218
